,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg14767360,-0.207415802781483,0.195363416940686,-5.67744376358957,3.31371791340801e-06,0.0233857919951651,4.30778631511914,0.0950009317238399,0.302416734505323,0.207415802781483,18,46695469,R,II,DYM,Body,opensea,Body-opensea,,rs575885649;rs542849925,35;2
cg00582708,0.178249843364887,0.66727817502874,5.67494795953769,3.33720055326086e-06,0.0233857919951651,4.30084636141187,0.753528099237556,0.575278255872669,-0.178249843364887,11,16809606,F,II,PLEKHA7,3'UTR,opensea,3'UTR-opensea,,rs574479490;rs541484319,0;46
cg16713727,-0.229094320785406,0.332870062044092,-5.67352849643203,3.35063060341368e-06,0.0233857919951651,4.29689926179807,0.222017971341476,0.451112292126882,0.229094320785406,1,16062720,R,II,SLC25A34,TSS200,opensea,TSS200-opensea,,rs59606268;rs374369912,40;2
cg25494605,-0.264197365836889,0.231597566700749,-5.66955896006376,3.38847687657818e-06,0.0234203297250645,4.28586090244918,0.103760131618383,0.367957497455272,0.264197365836889,5,173472097,R,II,HMP19,TSS1500,opensea,TSS1500-opensea,,,
cg03287126,-0.211845009998522,0.438898109188332,-5.65340641815228,3.54696118170717e-06,0.0242669002626283,4.24094037513634,0.336392459189047,0.548237469187569,0.211845009998522,8,10196401,F,II,MSRA,Body,shelf,Body-shelf,chr8:10191940-10192620,rs56141232;rs568566452,17;46
cg09463453,0.159489602016281,0.588733290467632,5.6459211642713,3.6229097944382e-06,0.0242669002626283,4.22012160272272,0.665905678540025,0.506416076523745,-0.159489602016281,10,79633462,R,II,DLG5,Body,opensea,Body-opensea,,rs549344889;rs193047910;rs148379702;rs368472170,41;36;13;2
cg13623528,0.172002829405558,0.694463441330709,5.64462102227417,3.6362671939885e-06,0.0242669002626283,4.21650537761677,0.777690616849528,0.60568778744397,-0.172002829405558,20,43204977,F,II,PKIG,5'UTR,opensea,5'UTR-opensea,,rs74783293,0
cg25409889,-0.1818251523441,0.301499737310839,-5.64102817963243,3.6734372214233e-06,0.0242669002626283,4.20651201401467,0.213519824886274,0.395344977230374,0.1818251523441,9,130749797,F,II,,IGR,opensea,IGR-opensea,,rs541451820;rs561204378;rs147645511;rs543647215,0;22;33;37
cg19091779,-0.238235693392928,0.346681840785799,-5.64026378128598,3.68139448381027e-06,0.0242669002626283,4.20438582910012,0.231406505273091,0.46964219866602,0.238235693392928,12,13200089,F,II,KIAA1467,Body,shelf,Body-shelf,chr12:13197238-13197781,rs116984772;rs138590402;rs548379793;rs142175077,16;17;31;34
cg07102919,-0.221329258706379,0.276175567337328,-5.63154266236061,3.77341520183445e-06,0.0242747562172844,4.18012697945491,0.169080764737467,0.390410023443846,0.221329258706379,10,123670487,R,II,ATE1,Body,opensea,Body-opensea,,rs529547938;rs140219220;rs144665432;rs145589284,35;23;2;1
cg01968256,-0.211636003692483,0.410445540937149,-5.62976080116863,3.79249894357849e-06,0.0242747562172844,4.17517030854597,0.308041023021431,0.519677026713914,0.211636003692483,1,17342722,F,II,,IGR,opensea,IGR-opensea,,rs181458358;rs187610823;rs2647166,3;4;13
cg06354193,-0.235861290413942,0.370333199816392,-5.62924832045846,3.79800554732456e-06,0.0242747562172844,4.17374470862565,0.256206768970936,0.492068059384879,0.235861290413943,1,3183072,R,II,PRDM16,Body,island,Body-island,chr1:3182821-3183216,,
cg06638064,-0.318039311833241,0.340262644252897,-5.62730326589535,3.81897835029357e-06,0.0242747562172844,4.16833397559215,0.186372654656168,0.504411966489409,0.318039311833241,22,30800430,R,II,SEC14L2,5'UTR,opensea,5'UTR-opensea,,rs147807467,2
cg15611278,-0.285985598342882,0.227058326141512,-5.6207215887197,3.89081293015032e-06,0.0245125002116482,4.1500245291154,0.0886781979110846,0.374663796253967,0.285985598342882,10,129239703,F,II,DOCK1,Body,opensea,Body-opensea,,,
cg00782223,-0.120094617846061,0.215858762371652,-5.60861582814707,4.02650256844554e-06,0.0249963681539189,4.11634537151853,0.15774846341388,0.277843081259942,0.120094617846061,8,125029939,F,II,FER1L6,ExonBnd,opensea,ExonBnd-opensea,,rs375955587,5
cg09276050,-0.252086529165197,0.25186608498562,-5.60562786681255,4.06071882317378e-06,0.0249963681539189,4.108032175972,0.12988873216375,0.381975261328947,0.252086529165197,7,101741221,R,II,CUX1,Body,opensea,Body-opensea,,rs146025493;rs183381534;rs77685494,37;20;2
cg16806210,-0.200144716894399,0.36672253409828,-5.60210265672107,4.10146305459409e-06,0.0249963681539189,4.09822400440959,0.269878316246151,0.47002303314055,0.200144716894399,11,118398318,F,II,TTC36,1stExon,shelf,1stExon-shelf,chr11:118401235-118402069,rs138744002;rs149372487;rs199561425,29;31;46
cg08914150,-0.313889900132949,0.291958501224314,-5.60153495837088,4.10806276909405e-06,0.0249963681539189,4.09664447791663,0.140076291482564,0.453966191615514,0.31388990013295,11,70256556,R,II,CTTN,Body,shore,Body-shore,chr11:70257279-70257556,rs143852460;rs182573812;rs547019207;rs115884374;rs577129963;rs113241306,47;44;18;15;14;1
cg05863683,-0.291986563358872,0.255633919816367,-5.59828298880559,4.14607425897648e-06,0.0250068305931173,4.08759629217626,0.114350098836268,0.40633666219514,0.291986563358872,7,1912471,R,II,MAD1L1,Body,shore,Body-shore,chr7:1913829-1914077,rs559197361;rs528106169;rs182601441;rs144798283;rs138698974,42;38;32;29;21
cg03103886,-0.149934228957682,0.321095169980571,-5.59422333959952,4.19402266795929e-06,0.0250068305931173,4.07630055913754,0.248546349517177,0.398480578474859,0.149934228957682,9,139011834,R,I,C9orf69,TSS1500,shore,TSS1500-shore,chr9:139009862-139011272,rs557977421,13
cg03557614,0.150275988540971,0.755930369536921,5.58256991652599,4.33477735327474e-06,0.0250068305931173,4.04387390734432,0.828644557540616,0.678368568999646,-0.150275988540971,7,73508434,R,I,LIMK1,Body,opensea,Body-opensea,,,
cg06930016,-0.300020310126013,0.324233706365035,-5.58018090954418,4.36421357412505e-06,0.0250068305931173,4.03722598878072,0.179062588562125,0.479082898688138,0.300020310126013,6,166801650,F,II,,IGR,opensea,IGR-opensea,,rs554278989;rs555789870;rs73265170,0;15;33
cg22134468,-0.157725699494839,0.399737834187351,-5.5790725693691,4.37793810388746e-06,0.0250068305931173,4.03414176327447,0.323418947335009,0.481144646829849,0.157725699494839,15,31632082,F,II,KLF13,Body,opensea,Body-opensea,,rs561033220;rs529492591,3;9
cg23916646,-0.119577022060238,0.159995467501435,-5.57645159174452,4.41056623982298e-06,0.0250068305931173,4.02684817233742,0.102135618117449,0.221712640177687,0.119577022060238,6,31744545,R,II,C6orf27,Body,opensea,Body-opensea,,rs533891464,14
cg08856163,-0.189475462178238,0.406179042668733,-5.57591598667779,4.41726389210364e-06,0.0250068305931173,4.02535768943001,0.314497367421198,0.503972829599436,0.189475462178238,5,16937379,R,II,MYO10,TSS1500,shore,TSS1500-shore,chr5:16935555-16936408,rs572692530;rs546431517,42;2
cg02963266,-0.0628904057508802,0.106907868789295,-5.57455207076686,4.43436558692717e-06,0.0250068305931173,4.0215621592677,0.0764770272969332,0.139367433047813,0.0628904057508802,14,99681710,F,I,BCL11B,Body,opensea,Body-opensea,,rs569813493,0
cg27154693,0.143354779335192,0.69335270614023,5.57236613094313,4.46191314282314e-06,0.0250068305931173,4.01547902021799,0.76271792194758,0.619363142612389,-0.143354779335192,16,72223871,F,II,,IGR,opensea,IGR-opensea,,rs533078527;rs4788464,16;28
cg16961923,-0.293150428979621,0.394425476045243,-5.5688177824522,4.50699632846397e-06,0.0250068305931173,4.0056043343555,0.25257849428091,0.545728923260531,0.293150428979621,4,153146998,R,II,,IGR,opensea,IGR-opensea,,rs540292735;rs554636573;rs186490815,49;13;1
cg08084103,0.132992537003375,0.703051110128235,5.5585993795738,4.63939669845644e-06,0.0250068305931173,3.9771664368004,0.767402337710513,0.634409800707138,-0.132992537003374,22,31692449,F,II,,IGR,opensea,IGR-opensea,,,
cg20555562,-0.193318414759357,0.240917374767269,-5.55497418569805,4.6873011648876e-06,0.0250068305931173,3.96707709881301,0.147376206335322,0.340694621094679,0.193318414759357,13,112061955,R,II,,IGR,shore,IGR-shore,chr13:112062648-112062903,rs115897098,18
cg22902998,0.0432714776076295,0.926796199405046,5.55462252249371,4.69197449583316e-06,0.0250068305931173,3.96609836835596,0.947734011150673,0.904462533543044,-0.0432714776076289,2,70629122,R,II,,IGR,opensea,IGR-opensea,,,
cg20583151,-0.162967503029518,0.195217839489201,-5.55339125864699,4.70837392803598e-06,0.0250068305931173,3.9626715651121,0.116362596087821,0.279330099117339,0.162967503029518,8,10170595,R,II,MSRA,Body,opensea,Body-opensea,,rs7829471;rs559350703;rs528233109;rs184584219,42;30;25;10
cg08843756,-0.11208958935489,0.257781245931172,-5.55305912818474,4.71280748195783e-06,0.0250068305931173,3.96174718926568,0.203544347856225,0.315633937211115,0.11208958935489,11,63772049,R,I,MACROD1,Body,shelf,Body-shelf,chr11:63775346-63775613,rs567386;rs542210000;rs561922312,51;22;17
cg05843596,-0.29063594456216,0.333627849579677,-5.55165261301071,4.73162932087229e-06,0.0250068305931173,3.95783259881836,0.192997553823793,0.483633498385953,0.29063594456216,12,122212949,R,II,TMEM120B,Body,opensea,Body-opensea,,rs555124575;rs573925539;rs200378793,32;29;2
cg15160492,0.10503803480255,0.757522023369543,5.55111881282055,4.73879231778362e-06,0.0250068305931173,3.95634692698274,0.808346878919164,0.703308844116614,-0.10503803480255,13,52108693,R,II,,IGR,opensea,IGR-opensea,,rs17596368;rs115974664;rs184480689,43;20;13
cg15973513,0.164321379160971,0.789465619129815,5.55087583408899,4.74205642288269e-06,0.0250068305931173,3.95567066756548,0.868975963885123,0.704654584724153,-0.16432137916097,5,37848203,F,II,GDNF-AS1,Body,opensea,Body-opensea,,rs181848986;rs528553180,1;43
cg24606701,-0.160561091738423,0.288627024472071,-5.54562158153975,4.81319527562305e-06,0.0250175743676463,3.9410467983857,0.210936173630898,0.371497265369321,0.160561091738423,5,55933218,F,II,,IGR,opensea,IGR-opensea,,,
cg00561527,-0.256332116713975,0.244520885252633,-5.54140708931347,4.87103007402109e-06,0.0250175743676463,3.9293165499008,0.120489215874903,0.376821332588878,0.256332116713975,19,14193398,R,II,,IGR,shore,IGR-shore,chr19:14191987-14192772,rs560764798,43
cg11561267,-0.179624142029081,0.199800640656668,-5.54074277838428,4.88020973865661e-06,0.0250175743676463,3.92746754229091,0.112885733223242,0.292509875252323,0.179624142029081,5,134294476,F,II,PCBD2,Body,opensea,Body-opensea,,rs7700576;rs567356338,13;20
cg03187190,-0.186539714692459,0.251481644701888,-5.54042120998013,4.88465951095409e-06,0.0250175743676463,3.92657250374418,0.161220492431343,0.347760207123803,0.186539714692459,13,28356575,R,II,,IGR,opensea,IGR-opensea,,rs78406300;rs552716338;rs182556273,16;2;1
cg00341374,-0.218404700071772,0.20239289368739,-5.53725851314591,4.92864160656008e-06,0.02506252981977,3.91776952459598,0.0967132001042742,0.315117900176046,0.218404700071772,6,6970311,F,II,,IGR,opensea,IGR-opensea,,rs548045117,48
cg14605964,-0.289016361073744,0.229311395682,-5.52756646327547,5.06591540223341e-06,0.0255778787228326,3.89079205935406,0.0894647693559947,0.378481130429739,0.289016361073745,1,25069833,F,II,,IGR,shore,IGR-shore,chr1:25071352-25072586,rs539642712;rs565625594,46;47
cg19687603,-0.313272017616256,0.274977114631809,-5.52409169329129,5.11605954998055e-06,0.0256491483822972,3.88111987060352,0.123393880301362,0.436665897917618,0.313272017616256,10,98372427,R,II,PIK3AP1,Body,opensea,Body-opensea,,rs556668700;rs574941535;rs531416362,40;28;2
cg03900981,-0.159173687564156,0.725478986246577,-5.5214966631275,5.15383291077041e-06,0.0256578345548215,3.8738963824208,0.648459460005856,0.807633147570012,0.159173687564156,8,22440635,R,II,PDLIM2,Body,shelf,Body-shelf,chr8:22436295-22437076,rs146001947,28
cg25991571,-0.123954182803763,0.766586783284913,-5.51531235261877,5.24498420430924e-06,0.0257648536432415,3.85668150037906,0.706608952895995,0.830563135699758,0.123954182803763,5,66901647,R,II,,IGR,opensea,IGR-opensea,,rs188309143;rs540797928;rs192599355,18;5;1
cg02691264,0.0990214052298336,0.810759983875691,5.51512895852909,5.24771183233581e-06,0.0257648536432415,3.85617099077756,0.858673567051416,0.759652161821583,-0.0990214052298328,13,113706204,F,I,MCF2L,Body,shore,Body-shore,chr13:113705500-113705778,rs114897678;rs576103894,9;30
cg08237608,-0.29085290622042,0.308695708141085,-5.50743752504001,5.36339780244082e-06,0.0261524787187222,3.83476019590845,0.167960430937656,0.458813337158077,0.290852906220421,6,117710929,R,II,ROS1,Body,opensea,Body-opensea,,rs61729671;rs41291920;rs150813251;rs536309296,40;34;12;11
cg06693488,-0.121784023150655,0.296173539302281,-5.5043398236874,5.41070977300413e-06,0.0262036993551642,3.82613688104997,0.237245786164867,0.359029809315522,0.121784023150655,11,65361104,F,II,KCNK7,Body,shore,Body-shore,chr11:65359292-65360328,rs566059365;rs147690740;rs61748955;rs142365879;rs554374093,0;13;30;41;51
cg10301767,-0.147092913378877,0.220475562585998,-5.49775327681026,5.51270432884004e-06,0.0263965082644825,3.80780106136121,0.14930157224138,0.296394485620257,0.147092913378877,12,59121643,R,II,,IGR,opensea,IGR-opensea,,rs554230996;rs56664078;rs183164969,36;24;1
cg24968185,0.140370098810721,0.691467531669398,5.49371135071618,5.57624761827837e-06,0.0263965082644825,3.79654881679365,0.759388547222972,0.619018448412251,-0.140370098810721,1,21011807,F,I,KIF17,Body,opensea,Body-opensea,,rs76754977;rs561471,6;7
cg23379470,-0.249205104297772,0.242433527571108,-5.49201292195631,5.60316748923468e-06,0.0263965082644825,3.79182054521173,0.121850412588315,0.371055516886087,0.249205104297772,17,77892503,F,II,LOC101928738,TSS1500,opensea,TSS1500-opensea,,rs11870105;rs571967402;rs116278421;rs79952200,0;7;26;48
cg06878787,-0.329238167510233,0.32978363822266,-5.48957994747309,5.64195714605021e-06,0.0263965082644825,3.78504731818761,0.170474847491902,0.499713015002136,0.329238167510233,17,3564945,R,II,CTNS,3'UTR,opensea,3'UTR-opensea,,rs187735704;rs148999895,2;1
cg02184744,-0.237362286972216,0.228457543911502,-5.4876970888589,5.67216097341063e-06,0.0263965082644825,3.7798055373589,0.113604824408817,0.350967111381032,0.237362286972216,16,89480774,R,II,ANKRD11,Body,opensea,Body-opensea,,rs545104463;rs2911258,33;16
cg21221642,-0.20660836978898,0.413556889266005,-5.48764539513132,5.67299250112139e-06,0.0263965082644825,3.7796616242505,0.313585097432627,0.520193467221608,0.20660836978898,3,64546123,F,II,ADAMTS9-AS1,TSS1500,opensea,TSS1500-opensea,,,
cg03858720,-0.23748964675033,0.467922293084757,-5.48350669746822,5.73996458613404e-06,0.026534700834281,3.76813959220261,0.353007947882985,0.590497594633314,0.23748964675033,17,21194718,R,II,MAP2K3,Body,opensea,Body-opensea,,rs576474954;rs537554284,33;26
cg21604944,-0.274633707703279,0.331833261088584,-5.47643718414657,5.85620271607571e-06,0.0266438538060498,3.74845790761121,0.198945983167642,0.473579690870921,0.274633707703279,12,31756929,R,II,DENND5B-AS1,Body,opensea,Body-opensea,,,
cg03924136,-0.278674945289048,0.31590572894537,-5.47566453475853,5.86904904432242e-06,0.0266438538060498,3.7463068098793,0.181063013482927,0.459737958771976,0.278674945289048,20,62367108,R,II,LIME1,TSS1500,shore,TSS1500-shore,chr20:62368955-62371962,rs200830770;rs554898048;rs574498864,31;9;5
cg03383434,-0.190742959168699,0.564197218202798,-5.47415603077173,5.89421146918135e-06,0.0266438538060498,3.74210703975305,0.471902237959879,0.662645197128578,0.190742959168699,9,140318662,F,II,EXD3,TSS1500,island,TSS1500-island,chr9:140317160-140318663,rs573222768,43
cg06259351,-0.220556939367608,0.625381390064428,-5.47301717106304,5.91327975176092e-06,0.0266438538060498,3.73893637105131,0.518660290370423,0.739217229738032,0.220556939367609,16,85242949,R,II,,IGR,shore,IGR-shore,chr16:85242383-85242634,rs369939905,2
cg03633268,-0.177245223723257,0.192922155834986,-5.46663494539434,6.02129015240728e-06,0.0269598911552856,3.72116761143618,0.107158337904377,0.284403561627635,0.177245223723257,8,30284255,F,II,RBPMS,Body,opensea,Body-opensea,,rs543614165;rs572662924,1;9
cg06624991,-0.202147939784931,0.382784952369729,-5.46316604981884,6.0808242990815e-06,0.0270562856723963,3.71150973667621,0.284971433118956,0.487119372903887,0.202147939784931,11,68818378,F,II,TPCN2,Body,shore,Body-shore,chr11:68816341-68816951,rs557921548,7
cg14265704,-0.122399324838815,0.515639629456189,-5.45624702782401,6.20133958023393e-06,0.0272045622075757,3.69224601031769,0.456414149695472,0.578813474534287,0.122399324838815,2,71131201,R,II,VAX2,Body,island,Body-island,chr2:71131200-71132256,rs3771401;rs147358838;rs570958268,44;7;3
cg25640382,-0.200456749886404,0.29397270714903,-5.45402558985987,6.24053830067908e-06,0.0272045622075757,3.68606109002341,0.196977505591092,0.397434255477497,0.200456749886405,7,28590511,F,II,CREB5,Body,opensea,Body-opensea,,rs532843125;rs184920673,32;35
cg11547667,-0.216025623439001,0.54608039760593,-5.45390964670467,6.24259100322411e-06,0.0272045622075757,3.68573828068852,0.441551870135445,0.657577493574446,0.216025623439001,12,52262090,F,II,,IGR,shore,IGR-shore,chr12:52262627-52263215,rs562966329;rs140418937;rs548814702,6;45;50
cg15669803,-0.279540615237943,0.289604076635175,-5.45138685191624,6.28742359501916e-06,0.0272045622075757,3.67871428798787,0.154342488616816,0.433883103854759,0.279540615237943,3,50609219,R,II,C3orf18,TSS1500,shelf,TSS1500-shelf,chr3:50604905-50605359,rs146775787;rs144241904;rs192219149;rs199595981,47;35;17;1
cg19621460,0.13848347662198,0.747795411483405,5.44895609704108,6.33092598069636e-06,0.0272045622075757,3.67194652097429,0.81480354533275,0.676320068710771,-0.138483476621979,19,14225945,F,II,PRKACA,TSS1500,shelf,TSS1500-shelf,chr19:14228461-14229264,rs550964231;rs143493866,23;48
cg25221207,0.131585062305993,0.774889563013793,5.4482605377448,6.34342962316578e-06,0.0272045622075757,3.67000992208255,0.838559754452176,0.706974692146183,-0.131585062305993,11,119555633,R,II,PVRL1,Body,opensea,Body-opensea,,,
cg19349283,-0.199186282060265,0.195476580253895,-5.44609582287059,6.38250207148425e-06,0.0272082241449846,3.66398283648985,0.0990961211924762,0.298282403252741,0.199186282060265,19,19339362,R,II,NCAN,Body,shelf,Body-shelf,chr19:19335771-19336151,rs185928074;rs139628713;rs200217202,40;34;16
cg09701629,-0.246121627143807,0.33140542117311,-5.4422365119022,6.45276115651152e-06,0.0273439979029361,3.65323753199379,0.212314311264816,0.458435938408623,0.246121627143807,20,31766706,F,II,BPIFA2,Body,opensea,Body-opensea,,rs77803901;rs191374275;rs142601366;rs146020505,0;4;40;46
cg12826520,-0.233015203271147,0.388976669379328,-5.43842269093719,6.5229540188899e-06,0.0274778859085321,3.64261881641965,0.276227377473934,0.509242580745081,0.233015203271147,17,48212904,R,II,PPP1R9B,ExonBnd,opensea,ExonBnd-opensea,,rs373551733;rs3744536;rs147850255;rs371845025;rs376853336;rs369057402,32;30;28;4;3;1
cg16646263,-0.240168508326928,0.437227955862138,-5.42947918385144,6.69057588665126e-06,0.0276862000386367,3.617717428695,0.32101738731685,0.561185895643778,0.240168508326928,1,154232178,F,II,UBAP2L,Body,opensea,Body-opensea,,rs544897754;rs145900039;rs530748291;rs549278760,3;20;34;48
